Original    Solution
068010040   968317245
050400000   153429768
000000000   427865913

Original    Solution
027800000   127845369
000002000   349672851
006130000   586139724
000306500   214396578
008000200   968517243
000080010   753284916
601003480   671923485
005000000   435768192
000000000   892451637

Original    Solution
010007060   213487569
457060000   457169328
800000010   869325417
071000080   371592684
000000000   548613792
000040000   692748135
000036250   784936251
006804000   126854973
000000000   935271846

Original    Solution
060000480   165293487
000075000   238475169
000000000   749168532
000000070   916582374
020640000   327641895
004030210   584739216
401807020   491857623
002000050   672314958
000000000   853926741

Original    Solution
000850030   247851639
001000250   961347258
803000000   853296147
005000060   315972864
080060000   784563921
020400000   629418573
006005300   476185392
530700000   538729416
000000000   192634785

Original    Solution
210035600   217835649
048000000   648179253
300206000   359246718
000000580   123967584
000000000   496583127
000401030   785421936
000600070   932614875
571000000   571398462
000000000   864752391

Original    Solution
500000070   512684379
008000240   678139245
000050600   349257618
007800000   257813964
100040700   196542783
030700020   834796521
060005000   961475832
000360100   425368197
000000000   783921456

Original    Solution
080503000   182543679
000026400   375926481
000010000   649718235
020071000   826371954
453000000   453289716
000000020   791654328
007000060   517492863
034805000   234865197
000000000   968137542

Original    Solution
000070000   135472689
200600100   248639157
000008040   679518243
000020000   461327598
500100700   583194726
020006400   927856431
304705800   394765812
006003000   816243975
000000000   752981364

Original    Solution
000048670   132948675
580107300   584167392
000000000   679253148
000002000   315472869
000536000   498536217
207000000   267819534
803600000   823694751
006000020   956781423
000000000   741325986

Original    Solution
000037000   589437126
020050000   327651489
146200000   146298357
050006000   951346872
008000000   638972541
070000600   274815693
002100030   892164735
000580210   763589214
000000000   415723968

Original    Solution
050060000   152964378
780003000   789513426
003280000   463287159
806450000   836451297
004000810   274396815
000002600   591872634
000000040   915628743
000705000   328745961
000000000   647139582

Original    Solution
000208040   516238749
040000000   248697135
030100800   739145826
067010000   367812594
104000000   194356278
000074000   852974613
075080000   975481362
001560000   421563987
000000000   683729451

Original    Solution
005603000   145623879
020000000   627489135
030000400   839175462
000800020   573891624
004302580   914362587
060004000   268754391
000008710   352948716
000530000   791536248
000000000   486217953

Original    Solution
000017000   345817269
000000080   917326485
062000070   862495173
000050000   286753914
700200000   791248536
004000820   534961827
650070340   659172348
100030600   178534692
000000000   423689751

Original    Solution
070800000   375819246
000532700   146532789
020060100   829467135
004000000   214685397
000704010   538794612
000003850   697123854
700000000   763941528
050208000   451278963
000000000   982356471

Original    Solution
805000300   815426379
070000480   273915486
000007000   469837125
700000000   756341298
000200050   138279654
000658000   924658713
002163000   582163947
000704060   391784562
000000000   647592831

Original    Solution
002740000   132745689
700000000   746189253
800000100   859236147
305400000   365472918
001068000   291568374
400300020   478391526
000020830   614927835
083000000   583614792
000000000   927853461

Original    Solution
007010030   247516938
060020000   369428157
000000400   581739426
000371800   456371892
008000060   718942365
032000000   932865741
004200000   894257613
003680070   123684579
000000000   675193284

Original    Solution
600302100   647352189
010000000   512879346
030004000   839614257
080000600   783495612
001000400   961238475
005107000   425167893
000023060   154923768
208700000   298746531
000000000   376581924

Original    Solution
080000000   284173659
703050000   763459128
001600000   951628734
030007500   432867591
600002000   619542873
508000460   578391462
107200300   197285346
020000000   326714985
000000000   845936217

Original    Solution
000010850   246719853
000200100   589236147
037504000   137584629
000020400   713625498
060000500   468193572
000070000   952478316
004000200   874961235
301007060   321857964
000000000   695342781

Original    Solution
003000400   123789456
000056070   849356172
060104000   765124389
002030000   572631894
030007000   634897521
080040600   981245637
400000010   496578213
007002060   357412968
000000000   218963745

Original    Solution
040160800   243165879
000007000   156987243
000000500   789324561
502003000   592643187
000870620   314879625
008050000   678251394
007008030   427518936
000400010   835496712
000000000   961732458

Original    Solution
000086000   247186593
015030200   615439278
030000010   938527614
000801000   374861925
500200300   589274361
060000480   162395487
800002030   856742139
001000000   721953846
000000000   493618752

Original    Solution
000400060   152473869
000000070   369581274
780002050   784692153
000010780   536914782
000030010   847236915
020000040   921758346
400100030   475129638
000305400   218365497
000000000   693847521

Original    Solution
040000000   541328769
200400000   273469158
060070000   869571324
400000500   412683597
705000800   735912846
000000210   986745213
028106070   328196475
007230000   657234981
000000000   194857632

Original    Solution
700030000   712635948
803040000   863149257
000007000   495287136
304000070   354891672
080000510   289763514
070052000   176452389
000308400   621378495
000500800   937524861
000000000   548916723

Original    Solution
000000500   123678549
000000800   475192863
000340700   896345721
380000000   389264157
060007000   561987432
207010000   247513986
608000210   638759214
002430070   952431678
000000000   714826395

Original    Solution
080000040   287153649
001006870   341296875
050007000   659487213
000702500   413762598
006030400   896531427
000800100   572849136
100078050   134678952
000000000   728915364
000000000   965324781

Original    Solution
060502040   169582347
300076100   324976158
057003000   857413269
030000000   532167894
701200000   741298536
008040000   698345712
005800000   415829673
200000000   273654981
000000000   986731425

Original    Solution
400300080   412357689
060021400   368921457
000040300   759648321
600704010   683794215
200000000   271563894
500000000   594182736
047005000   947235168
100006000   125876943
000000000   836419572

Original    Solution
014006700   314256798
602000400   652879413
000014000   789314256
001000000   231587649
008000000   468921537
000040180   597643182
000700000   123795864
840102070   846132975
000000000   975468321

Original    Solution
000600200   153678249
000001380   469521387
000004610   782934615
048000000   248153976
000000100   975846132
631200000   631297458
006300020   516389724
007000800   327465891
000000000   894712563

Original    Solution
000070810   235476819
400000030   416289537
070100000   879135246
000010700   623518794
701040000   781943625
504007080   594627381
307800000   347851962
000000100   952364178
000000000   168792453

Original    Solution
000400100   283459167
005000030   645172839
001000000   791368425
000021300   458721396
070086500   372986514
000000700   916534782
060047050   169847253
830000040   837295641
000000000   524613978

Original    Solution
000081000   235481679
040002500   648792513
700000820   719356824
003500100   873524196
400800000   491867352
062000000   562139487
000043060   157243968
020000030   924618735
000000000   386975241

Original    Solution
020000040   321569748
040802000   745812369
068700500   968734512
000243000   659243187
000050000   832157496
007000030   417986235
086000000   286371954
100000870   194625873
000000000   573498621

Original    Solution
080402030   687412539
010050000   314659728
520000010   529378416
470060000   471265893
000700000   895731642
003080000   263984157
008140200   938146275
000000300   152897364
000000000   746523981

Original    Solution
600000040   613259748
508007000   528147693
000800000   479836125
000400300   782465319
100700000   136792854
040301000   945381276
067010030   867914532
000520060   391528467
000000000   254673981

Original    Solution
040000080   147526389
002430000   892437516
005000700   635198724
050002630   451972638
000000000   723684951
006001000   986351472
060040100   268743195
300205040   319265847
000000000   574819263

Original    Solution
204705130   264785139
005000000   735129468
108000750   198634752
000402000   316452897
000003500   482973516
070000000   579816324
000000200   941568273
600301000   627341985
000000000   853297641

Original    Solution
000708400   356718492
142000080   142359687
700000500   789246513
507600000   527681349
004002100   934572168
000003720   618493725
070000000   271834956
000000800   463925871
000000000   895167234

Original    Solution
000000760   213549768
000070000   548176239
007308000   697328514
402005000   432715896
000003400   761983452
800460100   859462173
026000000   326857941
180004000   185694327
000000000   974231685

Original    Solution
000400030   125486739
060000020   467539128
830070000   839271456
072008000   372618945
008350000   698354217
004000600   514927683
003060500   743862591
200100000   256193874
000000000   981745362

Original    Solution
500070100   543672189
160500200   167589243
000340000   289341567
000005000   418735692
005020700   635924718
000006300   792816354
370450000   371458926
006000000   826193475
000000000   954267831

Original    Solution
081040500   781243596
063700000   563789214
020000000   924156738
100000850   132694857
050300000   659378421
400010060   478512963
200000380   215467389
000000100   846935172
000000000   397821645

Original    Solution
201000030   261478539
003000200   783596214
045010000   945213678
000160000   852167493
006000700   396845721
007020800   417329856
070000000   178632945
520000360   524981367
000000000   639754182

Original    Solution
080003000   281563479
036004000   736894215
000701060   459721368
060400100   567438192
103200800   193256847
000007030   824917536
000600000   312689754
000072000   645172983
000000000   978345621

Original    Solution
240000000   241678359
037500000   637592148
000103000   589143672
004007000   824367591
065000230   165489237
000201800   793251864
000006700   412936785
000004010   358724916
000000000   976815423

Original    Solution
507006000   517236948
000000000   234189657
000400030   689457132
060300000   962371584
040000020   345698721
801504000   871524396
450060800   453762819
700003400   728913465
000000000   196845273

Original    Solution
000800600   419825637
807300000   867314529
302600000   352679148
000000200   136587294
005040000   725946381
084200060   984231765
270000000   271493856
048100000   548162973
000000000   693758412

Original    Solution
001020060   471328569
000070020   536479128
000105700   289165734
000004000   128734695
700000480   765912483
300080070   394586271
057200000   857243916
003050000   913657842
000000000   642891357

Original    Solution
000060870   123465879
000000060   784139562
000200000   695287134
410308000   416378925
050000700   359624718
872000040   872591643
540000200   547813296
000040300   968742351
000000000   231956487

Original    Solution
000100050   234168957
860070000   861975234
005200000   795234186
000000700   426359718
000600420   579681423
310027000   318427695
000500070   642593871
100002060   157842369
000000000   983716542

Original    Solution
000430000   125436789
000817000   349817256
800000000   876259413
000003160   284593167
010002040   913672548
607000000   657184932
500028000   531728694
700001300   768941325
000000000   492365871

Original    Solution
300200080   341297586
000000400   275186439
800000700   869435712
000070050   483972651
602300000   652314978
007060040   197568243
010053800   914653827
008000100   538729164
000000000   726841395

Original    Solution
004000000   124376589
030500000   638519742
700040600   759842613
000004170   285934176
400060000   491768235
006100800   376125894
060007020   563487921
000250300   947251368
000000000   812693457

Original    Solution
500400060   527413869
000000000   146789253
830020070   839526174
460370000   465371928
200800000   291854736
300060000   378962541
000005600   983245617
710000400   712638495
000000000   654197382

Original    Solution
006000800   346921857
000045230   718645239
005073000   295873416
074200080   174236985
000010060   529418763
000000100   683597124
000000040   951762348
800100600   837154692
000000000   462389571

Original    Solution
000230000   465231789
810400000   813479526
000060300   297865314
070010000   378612495
004000060   154397862
006548000   926548137
000000200   639784251
500020670   541923678
000000000   782156943

Original    Solution
100000000   125364789
030020040   739128546
000507100   684597123
200003400   251683497
076041000   876941235
000270600   493275618
008050000   318456972
500000000   542739861
000000000   967812354

Original    Solution
000362400   157362489
300007000   324897156
000050000   698451273
080000600   283549617
000786000   419786325
000000000   765123948
000210530   976218534
032004800   532674891
000000000   841935762

Original    Solution
010000530   618472539
000000000   325196478
047080000   947385261
200030000   274638915
500200000   591247386
060010020   863519724
400760150   489763152
000020800   756921843
000000000   132854697

Original    Solution
040007000   142567398
005300100   785329146
060801700   369841725
054000060   854132967
000000200   617498253
200000080   293675481
500000600   528714639
006080500   476983512
000000000   931256874

Original    Solution
000002000   345172698
018500030   218596437
006000500   796348512
000200070   463281975
000004080   572934186
100760040   189765243
007010050   627819354
001003000   851423769
000000000   934657821

Original    Solution
400080000   416285379
300000000   387694215
005000000   295731468
004100620   854179623
001000000   931826754
602003800   672543891
720350100   729358146
008400000   568412937
000000000   143967582

Original    Solution
008104500   938164572
710530000   712539864
000000000   465287193
056008000   356478219
001000030   241695738
800300000   897312456
620050000   623851947
070000600   174923685
000000000   589746321

Original    Solution
500840030   561849237
000000400   278135469
000627000   349627158
030000080   934271586
020000000   827356914
100080700   156984723
085000370   685492371
010060000   412763895
000000000   793518642

Original    Solution
008005060   278195364
050003000   451623897
300700020   369784125
000238700   594238716
000540030   627541938
100000000   183967452
010000000   712459683
046000070   846312579
000000000   935876241

Original    Solution
840000060   841237965
200040010   259648713
600000800   673519824
507080000   567983142
300100000   328154697
000000500   194762538
010070380   912475386
000006200   435896271
000000000   786321459

Original    Solution
870023000   874523169
201000000   231769548
060040730   569841732
005607020   145687923
000200480   396215487
000000000   728394615
600000000   612958374
400100000   453172896
000000000   987436251

Original    Solution
602500000   672514389
400708000   431798256
000030070   589632174
700043000   795243618
020000000   126857493
803000520   843961527
300100800   354179862
010000000   217386945
000000000   968425731

Original    Solution
030076000   831276459
400050000   462159378
000800060   759834261
500302000   576382914
100000600   193745682
004600030   284691537
020003000   627413895
008500100   948567123
000000000   315928746

Original    Solution
000043200   576143289
410006030   418296537
000000100   239587146
060000000   367428915
100000600   124359678
000071400   895671423
082030700   682934751
000065000   741865392
000000000   953712864

Original    Solution
700300100   742365198
000000030   568419237
010702000   319782456
001020080   431527689
605000000   685931724
000000300   297846315
120008070   124698573
000153000   876153942
000000000   953274861

Original    Solution
000000000   345126879
620000040   627598341
100007000   189347256
000080000   751283694
064000130   264975138
003014500   893614527
070800060   972851463
400030080   416732985
000000000   538469712

Original    Solution
078400000   678435129
001200600   341279658
002060000   592168347
007304000   157324896
800000010   834697215
200001000   269851473
400010000   485713962
010082000   716982534
000000000   923546781

Original    Solution
058670000   158672349
002450800   392451867
040000100   647389125
070000000   271846593
000703000   569713482
000005000   483925671
806000210   836597214
000000730   915264738
000000000   724138956

Original    Solution
070301040   576321849
080605020   481695327
002000010   392478516
000203000   614253798
700800000   739816254
000000000   258947631
163000000   163589472
005004100   925764183
000000000   847132965

Original    Solution
800000200   814563279
000000010   362479518
570000040   579182346
001000000   781624953
000307800   956317824
043000160   243895167
020031000   428731695
600058000   697258431
000000000   135946782

Original    Solution
000070800   145276839
000000540   763198542
020503000   928543176
057000000   457619283
002000060   382457961
000082400   619382457
830004000   836924715
004701000   594731628
000000000   271865394

Original    Solution
080300020   184365729
070000060   572149863
003000000   693278145
200000400   265713498
010080200   317984256
040002370   849652371
006800000   426891537
050006010   758436912
000000000   931527684

Original    Solution
000370020   158376924
040008500   649128573
200000810   273459816
007060000   317865249
006002000   486932157
500004030   592714638
000500000   764591382
001080400   931287465
000000000   825643791

Original    Solution
708000200   718934256
500002000   536812479
000506800   492576813
253060000   253167948
080400000   187493562
040008000   649258137
020700000   321785694
000300080   964321785
000000000   875649321

Original    Solution
006000800   126345879
003000200   483179265
700068100   795268134
310002000   318652947
042010000   642917358
000000600   579834621
050003080   251493786
007000010   937586412
000000000   864721593

Original    Solution
000000780   124356789
070000000   375189462
000000500   689427531
008600200   918634275
400700010   456792813
000500040   237518946
503041620   593841627
002060000   742963158
000000000   861275394

Original    Solution
000058100   236458197
041607000   541697283
070000060   978132564
050710400   359716428
000500000   462583719
800000030   817249635
600000000   623875941
005000870   195324876
000000000   784961352

Original    Solution
647500300   647521389
035000000   135689247
002004050   892734156
008300000   718356492
000017600   429817635
560000000   563492718
300000070   381265974
050000000   254973861
000000000   976148523

Original    Solution
000010000   835214967
004070580   164973582
002800300   792865314
000680000   519682473
300057000   326457198
400000020   487391625
008100700   258146739
000030040   971538246
000000000   643729851

Original    Solution
001025700   341825796
600000000   627139548
000000000   589467132
030608000   732648915
800001060   854391267
000070080   916572483
203000050   263714859
405000370   495286371
000000000   178953624

Original    Solution
010006820   514796823
000003700   286513749
030004050   739284156
008100600   928135674
300000500   341678592
007400300   657429318
000000000   162347985
400050060   493851267
000000000   875962431

Original    Solution
000200600   514237698
203000000   263189547
000000030   789546231
400075000   421375869
856004700   856914723
000000150   937862154
000000480   375691482
100050300   192458376
000000000   648723915

Original    Solution
000700010   364752918
100040500   197648523
020013060   528913467
000800000   213865749
400320000   489327156
070000000   675194382
840000000   841239675
050406800   952476831
000000000   736581294

Original    Solution
000000060   213485967
000000000   457269138
000007400   968317425
004008210   794658213
635020070   635921874
000730000   821734659
002506700   342596781
100000500   176843592
000000000   589172346

Original    Solution
076800000   176834259
003072080   593172486
000000100   428569137
800000060   817253964
005010000   345916872
060000300   962487315
230040700   231645798
000028000   759328641
000000000   684791523

Original    Solution
004000600   314287659
560000700   562349781
700001000   789561234
028050070   428153976
107026000   197826345
050000000   653794128
200070010   246975813
000000400   835612497
000000000   971438562

Original    Solution
200054000   213854697
000002000   468792135
000006800   579316842
000608570   391628574
050000000   652479318
047000020   847531926
030100000   734165289
086003700   986243751
000000000   125987463

Original    Solution
000080400   152386479
003007000   683497125
000001600   974521638
000205000   896275341
240100800   247139856
030000700   531648792
760000010   768954213
420800000   425813967
000000000   319762584

Original    Solution
000004510   267384519
030060000   534961278
001050000   981257346
100000060   158429763
020070000   329678154
000135000   476135892
805000000   845793621
003012080   693512487
000000000   712846935

Original    Solution
540000000   541286379
000040080   237149586
000700020   869735124
305008400   315628497
600007030   684597231
000403050   792413658
020004000   926854713
000060800   173962845
000000000   458371962

Original    Solution
020084300   125684379
800002000   836792145
000000600   479351628
003000010   283469517
604007000   694517283
000208000   517238964
350040000   352846791
060100400   968173452
000000000   741925836

Original    Solution
000670000   134672589
065000100   765498123
002513000   892513647
340080000   341286795
000000000   279154836
000700410   586739412
000040000   953847261
008025300   618925374
000000000   427361958

Original    Solution
000400000   123468579
006057240   896157243
040003000   745293168
500614700   538614792
400005000   469725381
000000000   271839456
310506000   314586927
000002000   987342615
000000000   652971834

Original    Solution
000001300   456781392
210050800   213459867
000032500   789632514
000504020   168574923
500006000   592316748
300000150   347298156
000007000   631947285
005000400   825163479
000000000   974825631

Original    Solution
000000020   163487925
000000730   289651734
004000080   574329186
308710500   348716592
050008070   951248673
000000410   627935418
000160000   892164357
730500000   736592841
000000000   415873269

Original    Solution
500704300   528714396
100602000   134692758
070080000   679385124
000007000   382547619
400000500   417869532
006200000   956231847
000056000   741956283
200070460   293178465
000000000   865423971

Original    Solution
005000000   235467918
008510200   768519234
104002500   194382576
650000000   651238497
000000000   427951683
000670150   983674152
002040060   512843769
000005800   346795821
000000000   879126345

Original    Solution
000035000   248735916
000000800   657129834
301640700   391648725
074001600   574281693
000004500   126394587
080006000   983576241
805400000   815462379
000000100   432957168
000000000   769813452

Original    Solution
760000080   762315489
050000600   854729613
013000000   913468257
000100030   647192538
000054000   138654792
520000000   529837164
400000820   491573826
000286040   375286941
000000000   286941375

Original    Solution
010000000   213459867
000037000   584637192
006080000   976182345
450001730   458291736
000076000   139576284
000800000   627843951
702068010   742368519
000000620   395714628
000000000   861925473

Original    Solution
500037600   542137689
000040100   368942157
010065040   719865243
070000000   173458926
026000000   426793518
000206700   895216734
000300400   651389472
200070000   234671895
000000000   987524361

Original    Solution
003024650   783124659
001000480   251639487
040000000   649578132
008400520   378496521
510000060   512783964
000000000   496251873
000305000   124365798
000010300   867912345
000000000   935847216

Original    Solution
005070040   215378649
000060100   347569182
000200700   689241753
800000000   856192374
130007000   134657298
002804060   792834561
500003020   568913427
000400030   971425836
000000000   423786915

Original    Solution
000005070   364125879
051007420   851697423
002400010   792438516
000000000   235719648
070354000   678354192
010280050   419286357
040000000   143872965
006000000   526943781
000000000   987561234

Original    Solution
023004800   523174869
008302000   168392457
000006100   479586123
700000000   752431698
040050000   846957231
030200000   931268745
000710000   294713586
610040070   615849372
000000000   387625914

Original    Solution
172000000   172689345
340000080   345127689
000435000   689435127
010000400   516293478
204700060   294718563
000000000   738546291
050061000   457861932
060002000   863952714
000000000   921374856

Original    Solution
600000070   614235978
300000040   358967142
000048000   279148356
000000560   192483567
000602080   537692481
080701000   486751239
820300000   825379614
000026800   741526893
000000000   963814725

Original    Solution
600040300   615849327
083620000   783621459
000700000   249735681
050200100   456273198
072000000   172498536
300000700   398156742
000000200   831964275
507002010   567382914
000000000   924517863

Original    Solution
010005730   214895736
000362010   758362914
000000050   369714258
100078000   123578649
800040000   875649123
000000070   496123875
500007400   581937462
000081000   632481597
000000000   947256381

Original    Solution
000000000   436257918
700010000   789316542
251000600   251894637
005000020   145938726
070005000   872165493
003400800   693472851
300700180   364729185
008600300   528641379
000000000   917583264

Original    Solution
000504000   137584629
520000080   524169387
000200010   689237415
070003040   271693548
000010200   453718296
806400000   896425173
040050000   348951762
000070850   912376854
000000000   765842931

Original    Solution
400003000   457863129
120047080   126947385
300005060   389215467
030008040   231598746
000070000   695374812
000100000   748126953
804600000   874659231
000001500   962431578
000000000   513782694

Original    Solution
002006000   132746895
006005000   486195237
000000000   759238416
000071580   693471582
500060100   548362179
200080060   217589364
000604020   371654928
060003050   864923751
000000000   925817643

Original    Solution
072000000   172458369
000030000   456239178
030700400   839761452
300004000   381524697
000000820   945617823
000083000   267983541
014002030   614872935
520006080   523196784
000000000   798345216

Original    Solution
002100050   362147859
007600040   187659243
000080700   459283716
800000420   871936425
000020000   695724138
040800000   243815967
500300000   514398672
700561000   728561394
000000000   936472581

Original    Solution
000008200   436198257
102000600   152347689
700650000   789652134
000074010   263574918
000830000   517839426
000000070   948216375
304000000   374981562
025063000   825463791
000000000   691725843

Original    Solution
070010000   475216839
002004000   362984517
000035460   189735462
000000040   257163948
000070300   618479325
004852070   934852671
020001000   526391784
003000100   743528196
000000000   891647253

Original    Solution
600030050   624138759
100500000   138579246
007400800   597426813
000001000   856391427
003007060   913247568
072000300   472865391
000080070   249683175
081050000   781952634
000000000   365714982

Original    Solution
000000000   182534679
000806130   579826134
063000520   463179528
050000000   351482796
008001040   298761345
000050800   647953812
816200000   816247953
000300060   725398461
000000000   934615287

Original    Solution
600400000   612435987
000000400   378629415
000870020   459871623
004000300   164758392
000002870   593162874
027040150   827943156
000200700   945216738
000500060   731584269
000000000   286397541

Original    Solution
003070000   143276589
026050700   826951734
000008010   597348216
000000000   214783695
005104800   765194823
300000070   389562471
071025060   971425368
000000050   438617952
000000000   652839147

Original    Solution
006000870   146235879
020060450   728961453
030000010   935748216
500007600   512397648
800000300   867412395
000506000   394586127
400100060   483159762
000000080   251673984
000000000   679824531

Original    Solution
000180400   357186492
200700000   214759368
600020010   698423517
700004000   721694835
500000020   569837124
083200070   483215679
040001000   842371956
000000780   936542781
000000000   175968243

Original    Solution
000073540   126873549
000020000   749125368
005400700   385496712
200310000   258319674
000060000   973264851
004080000   614587923
000000480   562931487
430700200   431758296
000000000   897642135

Original    Solution
060030000   162837459
040001080   347591286
800400700   859462713
200000500   213684597
004000000   584719632
006050800   976253841
630008000   635978124
000020370   498126375
000000000   721345968

Original    Solution
000750300   129758346
054100070   654123879
008040000   738649125
006034700   216934758
000006400   597286413
000507000   843517692
060000000   461392587
380000000   382475961
000000000   975861234

Original    Solution
005001000   345621798
070040300   172849356
600050000   689753142
263000080   263174589
000300000   418395267
000280000   957286413
700530020   794538621
021000000   521967834
000000000   836412975

Original    Solution
410050000   412756389
800200060   875239164
300000020   369148527
104005000   124875693
000302000   596312478
080600000   783694215
000067050   931467852
050020000   658923741
000000000   247581936

Original    Solution
008000400   138257469
276000000   276194538
000030210   459638217
005040000   315742896
000006320   784916325
000000000   692385174
020560700   823569741
001073000   561473982
000000000   947821653

Original    Solution
000006000   125386479
040270000   346279158
000004300   879514326
700002060   734852961
001007000   561937842
002400000   982461537
050100080   257193684
403008010   493628715
000000000   618745293

Original    Solution
200510000   234517689
065000700   165489723
070300000   879362145
006870000   526871394
000000250   798643251
340000000   341295867
010006030   412756938
080004000   687934512
000000000   953128476

Original    Solution
800000060   824135769
150000000   156297834
300600010   397648215
073000020   573489126
000320080   941326587
600071400   682571493
010003000   415863972
000000040   738952641
000000000   269714358

Original    Solution
000002000   135482769
070006040   972516348
084370000   684379125
000008400   517238496
206000010   246957813
003000000   893641572
401000650   421893657
060100000   768125934
000000000   359764281

Original    Solution
070030000   172835496
003000000   863249715
040000080   945671283
006000000   716493852
500128070   534128679
000500300   298567341
300004560   327914568
600080100   659782134
000000000   481356927

Original    Solution
200000860   234157869
050200000   659238174
071000000   871496325
013000040   513672948
000810000   426819537
008005200   798345216
060020000   365924781
100063000   187563492
000000000   942781653

Original    Solution
080000710   384629715
000531080   279531486
006000000   156478293
000710030   465712839
800050000   837956124
002000600   912384657
000200000   541263978
020807500   623897541
000000000   798145362

Original    Solution
060382070   165382479
000000000   327149568
840006000   849576123
406800000   416823795
008650000   798651234
000007000   532497816
050200000   951234687
203060000   283765941
000000000   674918352

Original    Solution
001050020   361457829
000000030   427189536
005000000   985632147
246070300   246571398
800000000   813946752
000028000   579328461
700200010   738294615
050863000   152863974
000000000   694715283

Original    Solution
020000840   123756849
000120300   458129367
007000050   697384152
000000030   714295638
000631000   985631274
002408000   362478915
271000000   271843596
000500400   839567421
000000000   546912783

Original    Solution
000270010   398274615
005008000   615398247
040000000   742516389
080000400   183725496
060000050   469831752
007000800   527469831
201080000   251683974
036047500   936147528
000000000   874952163

Original    Solution
852700030   852746931
000000060   379158462
010020000   416329578
260000000   265937814
700000050   784612359
001400000   931485627
040070100   648273195
500060200   597861243
000000000   123594786

Original    Solution
000008000   134258679
000740120   685749123
720000000   729136548
001004080   271594386
300001050   396871452
548000700   548362791
060000000   462915837
007000200   917483265
000000000   853627914

Original    Solution
400000080   463125789
520000000   528379416
700006500   719486523
001004200   651734298
840000000   842691357
300058160   397258164
006002030   176842935
000000000   235967841
000000000   984513672

Original    Solution
003000200   143879256
000051000   276351489
050060000   859264173
000080040   312986745
060010000   564712398
007405000   987435612
008607530   428697531
001020000   731528964
000000000   695143827

Original    Solution
000500200   347519268
500004000   528764139
610000000   619283457
000470000   832471596
001008040   951628743
000000010   764935812
003850000   193852674
205306080   275346981
000000000   486197325

Original    Solution
702000000   752416389
300800400   361879425
004200000   894235167
080150000   987154632
000003040   125763948
400002070   436982571
010040000   219347856
670008000   673598214
000000000   548621793

Original    Solution
000020000   134527869
800000020   859461327
067003010   267983415
570006000   571396248
000004050   698214753
003000600   423758691
002000170   982635174
006840000   716849532
000000000   345172986

Original    Solution
010002070   318692475
004185000   274185369
050004000   659734812
700048000   725348196
406000700   436951728
000000500   891267534
003570000   983576241
000000080   562413987
000000000   147829653

Original    Solution
000000200   174358269
020070800   529476813
300010700   368219745
701803000   741863592
000000100   693524178
002700600   852791634
036000020   936185427
480000000   487632951
000000000   215947386

Original    Solution
080060070   183569274
005400060   925471368
700200000   746238159
000000000   817395426
004027000   564127893
230004000   239684517
602053000   672853941
050010000   458916732
000000000   391742685

Original    Solution
500020000   513426789
006007000   846937125
070501000   279581346
000064000   195864273
080200000   384275691
027003050   627193458
460000030   468719532
000050010   732658914
000000000   951342867

Original    Solution
080102700   689132745
300000000   312745869
400006000   457896132
000004300   126954378
000200600   794283651
500017000   538617294
005020480   975321486
000070020   861479523
000000000   243568917

Original    Solution
000000000   136842759
000700000   298715346
450000210   457369218
005003000   645193827
023400500   923478561
801026000   871526493
002080000   312684975
080250000   789251634
000000000   564937182

Original    Solution
000632000   518632479
402000080   462179385
000408010   379458216
004006000   294516837
037000500   637894521
850000000   851327964
100080000   126985743
000040600   983741652
000000000   745263198

Original    Solution
030000060   135278469
004560300   284569317
007400000   967413285
001007050   341987652
000340700   852346791
600100000   679152834
506020000   516824973
000000040   723691548
000000000   498735126

Original    Solution
600000030   614257839
002000000   392148567
570603120   578693124
000030000   285734691
000506070   439516278
007000340   167829345
840000000   841962753
003080000   723485916
000000000   956371482

Original    Solution
200070080   214573689
060002000   867492513
530010000   539816427
000080700   123984765
008065000   498765132
050000000   756231948
040350200   941358276
000000850   372649851
000000000   685127394

Original    Solution
300000000   314576829
700020400   756928413
002000500   982134567
800002640   879352641
500860000   543861792
060700300   261749385
000080200   195483276
000605000   427615938
000000000   638297154

Original    Solution
160002000   165472398
000000000   278593416
034060000   934168527
000015200   387915264
000026700   419826735
600030080   652734981
006300100   546389172
001040000   891247653
000000000   723651849

Original    Solution
300000670   314258679
028000040   928367145
050104020   756194823
400800300   465812397
070000000   173649582
200070060   289573461
000020000   537426918
600000200   691785234
000000000   842931756

Original    Solution
000208000   137248659
000570000   264579138
050060070   859163472
406001500   426781593
000030000   795432816
001000200   381695247
000807000   942857361
500316000   578316924
000000000   613924785

Original    Solution
200000510   297364518
060070000   165879234
034000000   834251679
040006800   341796825
070000000   672485193
050102000   958132467
080020700   486923751
020018000   723518946
000000000   519647382

Original    Solution
007006040   237586149
008010300   648912357
051030000   951437286
060200010   364259718
000700400   182763495
005008620   795148623
870000000   879321564
000000000   413695872
000000000   526874931

Original    Solution
080200000   385216479
600050000   627459381
100800050   149837256
000000030   214678935
700004100   736594128
000000700   598321764
800143000   852143697
403005010   473965812
000000000   961782543

Original    Solution
020008600   123458679
000600800   457639812
000000000   689271453
046000100   246593187
000120500   378126594
